PSC CODE,PRODUCT AND SERVICE CODE NAME,START DATE,END DATE,PRODUCT AND SERVICE CODE FULL NAME,PRODUCT AND SERVICE CODE EXCLUDES,PRODUCT AND SERVICE CODE NOTES,PRODUCT AND SERVICE CODE INICLUDES
AT35,R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,NAVIGATION AND NAVIGATIONAL AIDS  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AT36,R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS (MANAGEMENT/SUPPORT),2011-10-01,,NAVIGATION AND NAVIGATIONAL AIDS  - MANAGEMENT AND SUPPORT,,,
AT37,R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS (COMMERCIALIZED),2011-10-01,,,,,
AT41,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (BASIC RESEARCH),2011-10-01,,PASSENGER SAFETY AND SECURITY  - BASIC RESEARCH,,,
AT42,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,PASSENGER SAFETY AND SECURITY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AT43,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (ADVANCED DEVELOPMENT),2011-10-01,,PASSENGER SAFETY AND SECURITY  - ADVANCED DEVELOPMENT,,,
AT44,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (ENGINEERING DEVELOPMENT),2011-10-01,,PASSENGER SAFETY AND SECURITY  - ENGINEERING DEVELOPMENT,,,
AT45,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,PASSENGER SAFETY AND SECURITY  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AT46,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (MANAGEMENT/SUPPORT),2011-10-01,,PASSENGER SAFETY AND SECURITY  - MANAGEMENT AND SUPPORT,,,
AT47,R&D- OTHER TRANSPORTATION: PASSENGER SAFETY AND SECURITY (COMMERCIALIZED),2011-10-01,,,,,
AT51,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY (BASIC RESEARCH),2011-10-01,,PIPELINE SAFETY  - BASIC RESEARCH,,,
AT52,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,PIPELINE SAFETY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AT53,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY (ADVANCED DEVELOPMENT),2011-10-01,,PIPELINE SAFETY  - ADVANCED DEVELOPMENT,,,
AT54,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY (ENGINEERING DEVELOPMENT),2011-10-01,,PIPELINE SAFETY  - ENGINEERING DEVELOPMENT,,,
AT55,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,PIPELINE SAFETY  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AT56,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY (MANAGEMENT/SUPPORT),2011-10-01,,PIPELINE SAFETY  - MANAGEMENT AND SUPPORT,,,
AT57,R&D- OTHER TRANSPORTATION: PIPELINE SAFETY (COMMERCIALIZED),2011-10-01,,,,,
AT61,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (BASIC RESEARCH),2011-10-01,,TRAFFIC MANAGEMENT  - BASIC RESEARCH,,,
AT62,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,TRAFFIC MANAGEMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AT63,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (ADVANCED DEVELOPMENT),2011-10-01,,TRAFFIC MANAGEMENT  - ADVANCED DEVELOPMENT,,,
AT64,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (ENGINEERING DEVELOPMENT),2011-10-01,,TRAFFIC MANAGEMENT  - ENGINEERING DEVELOPMENT,,,
AT65,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,TRAFFIC MANAGEMENT  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AT66,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (MANAGEMENT/SUPPORT),2011-10-01,,TRAFFIC MANAGEMENT  - MANAGEMENT AND SUPPORT,,,
AT67,R&D- OTHER TRANSPORTATION: TRAFFIC MANAGEMENT (COMMERCIALIZED),2011-10-01,,,,,
AT71,R&D- OTHER TRANSPORTATION: TUNNELS AND OTHER SUBSURFACE STRUCTURES (BASIC RESEARCH),2011-10-01,,TUNNELS AND OTHER SUBSURFACE STRUCTURES  - BASIC RESEARCH,,,
AT72,R&D- OTHER TRANSPORTATION: TUNNELS/OTHER SUBSURF STRUC (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,TUNNELS AND OTHER SUBSURFACE STRUCTURES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AT73,R&D- OTHER TRANSPORTATION: TUNNELS AND OTHER SUBSURFACE STRUCTURES (ADVANCED DEVELOPMENT),2011-10-01,,TUNNELS AND OTHER SUBSURFACE STRUCTURES  - ADVANCED DEVELOPMENT,,,
AT74,R&D- OTHER TRANSPORTATION: TUNNELS AND OTHER SUBSURFACE STRUCTURES (ENGINEERING DEVELOPMENT),2011-10-01,,TUNNELS AND OTHER SUBSURFACE STRUCTURES  - ENGINEERING DEVELOPMENT,,,
AT75,R&D- OTHER TRANSPORTATION: TUNNELS AND OTHER SUBSURFACE STRUCTURES (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,TUNNELS AND OTHER SUBSURFACE STRUCTURES  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AT76,R&D- OTHER TRANSPORTATION: TUNNELS AND OTHER SUBSURFACE STRUCTURES (MANAGEMENT/SUPPORT),2011-10-01,,TUNNELS AND OTHER SUBSURFACE STRUCTURES  - MANAGEMENT AND SUPPORT,,,
AT77,R&D- OTHER TRANSPORTATION: TUNNELS AND OTHER SUBSURFACE STRUCTURES (COMMERCIALIZED),2011-10-01,,,,,
AT81,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATERIALS (BASIC RESEARCH),2011-10-01,,TRANSPORTING HAZARDOUS MATERIALS  - BASIC RESEARCH,,,
AT82,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZ MAT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,TRANSPORTING HAZARDOUS MATERIALS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AT83,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATERIALS (ADVANCED DEVELOPMENT),2011-10-01,,TRANSPORTING HAZARDOUS MATERIALS  - ADVANCED DEVELOPMENT,,,
AT84,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATERIALS (ENGINEERING DEVELOPMENT),2011-10-01,,TRANSPORTING HAZARDOUS MATERIALS  - ENGINEERING DEVELOPMENT,,,
AT85,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATERIALS (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,TRANSPORTING HAZARDOUS MATERIALS  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AT86,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATERIALS (MANAGEMENT/SUPPORT),2011-10-01,,TRANSPORTING HAZARDOUS MATERIALS  - MANAGEMENT AND SUPPORT,,,
AT87,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATS (COMMERCIALIZED),2011-10-01,,,,,
AT91,R&D- OTHER TRANSPORTATION: OTHER GENERAL (BASIC RESEARCH),2011-10-01,,OTHER GENERAL TRANSPORTATION  - BASIC RESEARCH,,,
AT92,R&D- OTHER TRANSPORTATION: OTHER GENERAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,OTHER GENERAL TRANSPORTATION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AT93,R&D- OTHER TRANSPORTATION: OTHER GENERAL (ADVANCED DEVELOPMENT),2011-10-01,,OTHER GENERAL TRANSPORTATION  - ADVANCED DEVELOPMENT,,,
AT94,R&D- OTHER TRANSPORTATION: OTHER GENERAL (ENGINEERING DEVELOPMENT),2011-10-01,,OTHER GENERAL TRANSPORTATION  - ENGINEERING DEVELOPMENT,,,
AT95,R&D- OTHER TRANSPORTATION: OTHER GENERAL (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,OTHER GENERAL TRANSPORTATION  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AT96,R&D- OTHER TRANSPORTATION: OTHER GENERAL (MANAGEMENT/SUPPORT),2011-10-01,,OTHER GENERAL TRANSPORTATION  - MANAGEMENT AND SUPPORT,,,
AT97,R&D- OTHER TRANSPORTATION: OTHER GENERAL (COMMERCIALIZED),2011-10-01,,,,,
AU,TRANSPORTATION (OBSOLETE GROUP),1979-10-01,,,,,
AV,MINING RandD,1979-10-01,,,,,
AV11,R&D- MINING: SUBSURFACE MINING EQUIPMENT (BASIC RESEARCH),2011-10-01,,SUBSURFACE MINING EQUIPMENT  - BASIC RESEARCH,,,
AV12,R&D- MINING: SUBSURFACE MINING EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,SUBSURFACE MINING EQUIPMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AV13,R&D- MINING: SUBSURFACE MINING EQUIPMENT (ADVANCED DEVELOPMENT),2011-10-01,,SUBSURFACE MINING EQUIPMENT  - ADVANCED DEVELOPMENT,,,
AV14,R&D- MINING: SUBSURFACE MINING EQUIPMENT (ENGINEERING DEVELOPMENT),2011-10-01,,SUBSURFACE MINING EQUIPMENT  - ENGINEERING DEVELOPMENT,,,
AV15,R&D- MINING: SUBSURFACE MINING EQUIPMENT (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,SUBSURFACE MINING EQUIPMENT  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AV16,R&D- MINING: SUBSURFACE MINING EQUIPMENT (MANAGEMENT/SUPPORT),2011-10-01,,SUBSURFACE MINING EQUIPMENT  - MANAGEMENT AND SUPPORT,,,
AV17,R&D- MINING: SUBSURFACE MINING EQUIPMENT (COMMERCIALIZED),2011-10-01,,,,,
AV21,R&D- MINING: SURFACE MINING EQUIPMENT (BASIC RESEARCH),2011-10-01,,SURFACE MINING EQUIPMENT  - BASIC RESEARCH,,,
AV22,R&D- MINING: SURFACE MINING EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,SURFACE MINING EQUIPMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AV23,R&D- MINING: SURFACE MINING EQUIPMENT (ADVANCED DEVELOPMENT),2011-10-01,,SURFACE MINING EQUIPMENT  - ADVANCED DEVELOPMENT,,,
AV24,R&D- MINING: SURFACE MINING EQUIPMENT (ENGINEERING DEVELOPMENT),2011-10-01,,SURFACE MINING EQUIPMENT  - ENGINEERING DEVELOPMENT,,,
AV25,R&D- MINING: SURFACE MINING EQUIPMENT (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,SURFACE MINING EQUIPMENT  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AV26,R&D- MINING: SURFACE MINING EQUIPMENT (MANAGEMENT/SUPPORT),2011-10-01,,SURFACE MINING EQUIPMENT  - MANAGEMENT AND SUPPORT,,,
AV27,R&D- MINING: SURFACE MINING EQUIPMENT (COMMERCIALIZED),2011-10-01,,,,,
AV31,R&D- MINING: SUBSURFACE MINING METHODS (BASIC RESEARCH),2011-10-01,,SUBSURFACE MINING METHODS  - BASIC RESEARCH,,,
AV32,R&D- MINING: SUBSURFACE MINING METHODS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,SUBSURFACE MINING METHODS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AV33,R&D- MINING: SUBSURFACE MINING METHODS (ADVANCED DEVELOPMENT),2011-10-01,,SUBSURFACE MINING METHODS  - ADVANCED DEVELOPMENT,,,
AV34,R&D- MINING: SUBSURFACE MINING METHODS (ENGINEERING DEVELOPMENT),2011-10-01,,SUBSURFACE MINING METHODS  - ENGINEERING DEVELOPMENT,,,
AV35,R&D- MINING: SUBSURFACE MINING METHODS (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,SUBSURFACE MINING METHODS  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AV36,R&D- MINING: SUBSURFACE MINING METHODS (MANAGEMENT/SUPPORT),2011-10-01,,SUBSURFACE MINING METHODS  - MANAGEMENT AND SUPPORT,,,
AV37,R&D- MINING: SUBSURFACE MINING METHODS (COMMERCIALIZED),2011-10-01,,,,,
AV41,R&D- MINING: SURFACE MINING METHODS (BASIC RESEARCH),2011-10-01,,SURFACE MINING METHODS  - BASIC RESEARCH,,,
AV42,R&D- MINING: SURFACE MINING METHODS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,SURFACE MINING METHODS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AV43,R&D- MINING: SURFACE MINING METHODS (ADVANCED DEVELOPMENT),2011-10-01,,SURFACE MINING METHODS  - ADVANCED DEVELOPMENT,,,
AV44,R&D- MINING: SURFACE MINING METHODS (ENGINEERING DEVELOPMENT),2011-10-01,,SURFACE MINING METHODS  - ENGINEERING DEVELOPMENT,,,
AV45,R&D- MINING: SURFACE MINING METHODS (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,SURFACE MINING METHODS  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AV46,R&D- MINING: SURFACE MINING METHODS (MANAGEMENT/SUPPORT),2011-10-01,,SURFACE MINING METHODS  - MANAGEMENT AND SUPPORT,,,
AV47,R&D- MINING: SURFACE MINING METHODS (COMMERCIALIZED),2011-10-01,,,,,
AV51,R&D- MINING: MINING RECLAMATION METHODS (BASIC RESEARCH),2011-10-01,,MINING RECLAMATION METHODS  - BASIC RESEARCH,,,
AV52,R&D- MINING: MINING RECLAMATION METHODS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,MINING RECLAMATION METHODS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AV53,R&D- MINING: MINING RECLAMATION METHODS (ADVANCED DEVELOPMENT),2011-10-01,,MINING RECLAMATION METHODS  - ADVANCED DEVELOPMENT,,,
AV54,R&D- MINING: MINING RECLAMATION METHODS (ENGINEERING DEVELOPMENT),2011-10-01,,MINING RECLAMATION METHODS  - ENGINEERING DEVELOPMENT,,,
AV55,R&D- MINING: MINING RECLAMATION METHODS (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,MINING RECLAMATION METHODS  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AV56,R&D- MINING: MINING RECLAMATION METHODS (MANAGEMENT/SUPPORT),2011-10-01,,MINING RECLAMATION METHODS  - MANAGEMENT AND SUPPORT,,,
AV57,R&D- MINING: MINING RECLAMATION METHODS (COMMERCIALIZED),2011-10-01,,,,,
AV61,R&D- MINING: MINING SAFETY (BASIC RESEARCH),2011-10-01,,MINING SAFETY  - BASIC RESEARCH,,,
AV62,R&D- MINING: MINING SAFETY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,MINING SAFETY - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AV63,R&D- MINING: MINING SAFETY (ADVANCED DEVELOPMENT),2011-10-01,,MINING SAFETY  - ADVANCED DEVELOPMENT,,,
AV64,R&D- MINING: MINING SAFETY (ENGINEERING DEVELOPMENT),2011-10-01,,MINING SAFETY  - ENGINEERING DEVELOPMENT,,,
AV65,R&D- MINING: MINING SAFETY (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,MINING SAFETY  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AV66,R&D- MINING: MINING SAFETY (MANAGEMENT/SUPPORT),2011-10-01,,MINING SAFETY  - MANAGEMENT AND SUPPORT,,,
AV67,R&D- MINING: MINING SAFETY (COMMERCIALIZED),2011-10-01,,,,,
AV71,R&D- MINING: METALLURGICAL (BASIC RESEARCH),2011-10-01,,METALLURGICAL  - BASIC RESEARCH,,,
AV72,R&D- MINING: METALLURGICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,METALLURGICAL - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AV73,R&D- MINING: METALLURGICAL (ADVANCED DEVELOPMENT),2011-10-01,,METALLURGICAL  - ADVANCED DEVELOPMENT,,,
AV74,R&D- MINING: METALLURGICAL (ENGINEERING DEVELOPMENT),2011-10-01,,METALLURGICAL  - ENGINEERING DEVELOPMENT,,,
AV75,R&D- MINING: METALLURGICAL (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,METALLURGICAL  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AV76,R&D- MINING: METALLURGICAL (MANAGEMENT/SUPPORT),2011-10-01,,METALLURGICAL  - MANAGEMENT AND SUPPORT,,,
AV77,R&D- MINING: METALLURGICAL (COMMERCIALIZED),2011-10-01,,,,,
AV91,R&D- MINING: OTHER MINING ACTIVITIES (BASIC RESEARCH),2011-10-01,,OTHER MINING ACTIVITIES  - BASIC RESEARCH,,,
AV92,R&D- MINING: OTHER MINING ACTIVITIES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,OTHER MINING ACTIVITIES - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AV93,R&D- MINING: OTHER MINING ACTIVITIES (ADVANCED DEVELOPMENT),2011-10-01,,OTHER MINING ACTIVITIES  - ADVANCED DEVELOPMENT,,,
AV94,R&D- MINING: OTHER MINING ACTIVITIES (ENGINEERING DEVELOPMENT),2011-10-01,,OTHER MINING ACTIVITIES  - ENGINEERING DEVELOPMENT,,,
AV95,R&D- MINING: OTHER MINING ACTIVITIES (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,OTHER MINING ACTIVITIES  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AV96,R&D- MINING: OTHER MINING ACTIVITIES (MANAGEMENT/SUPPORT),2011-10-01,,OTHER MINING ACTIVITIES  - MANAGEMENT AND SUPPORT,,,
AV97,R&D- MINING: OTHER MINING ACTIVITIES (COMMERCIALIZED),2011-10-01,,,,,
AZ,OTHER RESEARCH/DEVELOPMENT,1979-10-01,,,,,
AZ11,R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH),2011-10-01,,OTHER RESEARCH AND DEVELOPMENT  - BASIC RESEARCH,,,
AZ12,R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),2011-10-01,,OTHER RESEARCH AND DEVELOPMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AZ13,R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT),2011-10-01,,OTHER RESEARCH AND DEVELOPMENT  - ADVANCED DEVELOPMENT,,,
AZ14,R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),2011-10-01,,OTHER RESEARCH AND DEVELOPMENT  - ENGINEERING DEVELOPMENT,,,
AZ15,R&D- OTHER RESEARCH AND DEVELOPMENT (OPERATIONAL SYSTEMS DEVELOPMENT),2011-10-01,,OTHER RESEARCH AND DEVELOPMENT  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AZ16,R&D- OTHER RESEARCH AND DEVELOPMENT (MANAGEMENT/SUPPORT),2011-10-01,,OTHER RESEARCH AND DEVELOPMENT  - MANAGEMENT AND SUPPORT,,,
AZ17,R&D- OTHER RESEARCH AND DEVELOPMENT (COMMERCIALIZED),2011-10-01,,,,,
B,"SPECIAL STUDIES/ANALYSIS, NOT RandD",1979-10-01,,,,,
B5,SPECIAL STUDIES - NOT R and D,1979-10-01,,,,,
B502,SPECIAL STUDIES/ANALYSIS- AIR QUALITY,2011-10-01,,Air Quality Analyses,,,
B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,2011-10-01,,Archeological/Paleontological Studies,,,
B504,SPECIAL STUDIES/ANALYSIS- CHEMICAL/BIOLOGICAL,2011-10-01,,Chemical/Biological Studies and Analyses,,,
B505,SPECIAL STUDIES/ANALYSIS- COST BENEFIT,2011-10-01,,Cost Benefit AnalyseS,,,
B506,SPECIAL STUDIES/ANALYSIS- DATA (OTHER THAN SCIENTIFIC),2011-10-01,,Data Analyses (other than scientific),,,
B507,SPECIAL STUDIES/ANALYSIS- ECONOMIC,2011-10-01,,Economic Studies,,,
B509,SPECIAL STUDIES/ANALYSIS- ENDANGERED SPECIES: PLANT/ANIMAL,2011-10-01,,Endangered Species Studies - Plant and Animal,,,
B510,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,2011-10-01,,Environmental Studies and Assessments,,,
B513,SPECIAL STUDIES/ANALYSIS- FEASIBILITY (NON-CONSTRUCTION),2011-10-01,,Feasibility Studies (non-construction),,,
B516,SPECIAL STUDIES/ANALYSIS- ANIMAL/FISHERIES,2011-10-01,,Animal and Fisheries Studies,,,
B517,SPECIAL STUDIES/ANALYSIS- GEOLOGICAL,2011-10-01,,Geological Studies,,,
B518,SPECIAL STUDIES/ANALYSIS- GEOPHYSICAL,2011-10-01,,Geophysical Studies,,,
B519,SPECIAL STUDIES/ANALYSIS- GEOTECHNICAL,2011-10-01,,Geotechnical Studies,,,
B520,SPECIAL STUDIES/ANALYSIS- GRAZING/RANGE,2011-10-01,,Grazing/Range Studies,,,
B521,SPECIAL STUDIES/ANALYSIS- HISTORICAL,2011-10-01,,Historical Studies,,,
B522,SPECIAL STUDIES/ANALYSIS- LEGAL,2011-10-01,,Legal Studies,,,
B524,SPECIAL STUDIES/ANALYSIS- MATHEMATICAL/STATISTICAL,2011-10-01,,Mathematical/Statistical Analyses,,,
B525,SPECIAL STUDIES/ANALYSIS- NATURAL RESOURCE,2011-10-01,,Natural Resource Studies,,,
B526,SPECIAL STUDIES/ANALYSIS- OCEANOLOGICAL,2011-10-01,,Oceanological Studies,,,
B527,SPECIAL STUDIES/ANALYSIS- RECREATION,2011-10-01,,Recreation Studies,,,
B528,SPECIAL STUDIES/ANALYSIS- REGULATORY,2011-10-01,,Regulatory Studies,,,
B529,SPECIAL STUDIES/ANALYSIS- SCIENTIFIC DATA,2011-10-01,,Scientific Data Studies,,,
B530,SPECIAL STUDIES/ANALYSIS- SEISMOLOGICAL,2011-10-01,,Seismological Studies,,,
B532,SPECIAL STUDIES/ANALYSIS- SOIL,2011-10-01,,Soil Studies,,,
B533,SPECIAL STUDIES/ANALYSIS- WATER QUALITY,2011-10-01,,Water Quality Studies,,,
B534,SPECIAL STUDIES/ANALYSIS- WILDLIFE,2011-10-01,,Wildlife Studies,,,
B537,SPECIAL STUDIES/ANALYSIS- MEDICAL/HEALTH,2011-10-01,,Medical and Health Studies,,,
B538,SPECIAL STUDIES/ANALYSIS- INTELLIGENCE,2011-10-01,,Intelligence Studies,,,
B539,SPECIAL STUDIES/ANALYSIS- AERONAUTICAL/SPACE,2011-10-01,,Aeronautic/Space Studies,,,
B540,SPECIAL STUDIES/ANALYSIS- BUILDING TECHNOLOGY,2011-10-01,,Building Technology Studies,,,
B541,SPECIAL STUDIES/ANALYSIS- DEFENSE,2011-10-01,,Defense Studies,,,
B542,SPECIAL STUDIES/ANALYSIS- EDUCATIONAL,2011-10-01,,Educational Studies and Analyses,,,
B543,SPECIAL STUDIES/ANALYSIS- ENERGY,2011-10-01,,Energy Studies,,,
B544,SPECIAL STUDIES/ANALYSIS- TECHNOLOGY,2011-10-01,,Technology Studies,,,
B545,SPECIAL STUDIES/ANALYSIS- HOUSING/COMMUNITY DEVELOPMENT,2011-10-01,,Housing and Community Development Studies,,,
B546,SPECIAL STUDIES/ANALYSIS- SECURITY (PHYSICAL/PERSONAL),2011-10-01,,Security Studies (Physical and Personal),,,
B547,SPECIAL STUDIES/ANALYSIS- ACCOUNTING/FINANCIAL MANAGEMENT,2011-10-01,,Accounting/Financial Management Studies,,,
B548,SPECIAL STUDIES/ANALYSIS- TRADE ISSUE,2011-10-01,,Trade Issue Studies,,,
B549,SPECIAL STUDIES/ANALYSIS- FOREIGN/NATIONAL SECURITY POLICY,2011-10-01,,Foreign Policy/National Security Policy Studies,,,
B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,2011-10-01,,Organization/Administrative/PersonneI Studies,,,
B551,SPECIAL STUDIES/ANALYSIS- MOBILIZATION/PREPAREDNESS,2011-10-01,,Mobilization/Preparedness Studies,,,
B552,SPECIAL STUDIES/ANALYSIS- MANPOWER,2011-10-01,,Manpower Studies,,,
B553,SPECIAL STUDIES/ANALYSIS- COMMUNICATIONS,2011-10-01,,Communications Studies,,,
B554,SPECIAL STUDIES/ANALYSIS- ACQUISITION POLICY/PROCEDURES,2011-10-01,,Acquisition Policy/Procedures Studies,,,
B555,SPECIAL STUDIES/ANALYSIS- ELDERLY/HANDICAPPED,2011-10-01,,Elderly/Handicapped Studies,,,
B599,SPECIAL STUDIES/ANALYSIS- OTHER,2011-10-01,,Other Special Studies and Analyses,,,
C,ARCHITECT/ENGINEER SERVICES,1979-10-01,,,,,
C1,ARCH-ENG SVCS - CONSTRUCTION,1979-10-01,,,,,
C1AA,ARCHITECT AND ENGINEERING- CONSTRUCTION: OFFICE BUILDINGS,2011-10-01,,,,,
C1AB,ARCHITECT AND ENGINEERING- CONSTRUCTION: CONFERENCE SPACE AND FACILITIES,2011-10-01,,,,,
C1AZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER ADMINISTRATIVE FACILITIES/SERVICE BUILDINGS,2011-10-01,,,,,
C1BA,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIR TRAFFIC CONTROL TOWERS,2011-10-01,,,,,
C1BB,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIR TRAFFIC CONTROL TRAINING FACILITIES,2011-10-01,,,,,
C1BC,ARCHITECT AND ENGINEERING- CONSTRUCTION: RADAR AND NAVIGATIONAL FACILITIES,2011-10-01,,,,,
C1BD,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIRPORT RUNWAYS AND TAXIWAYS,2011-10-01,,,,,
C1BE,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIRPORT TERMINALS,2011-10-01,,,,,
C1BF,ARCHITECT AND ENGINEERING- CONSTRUCTION: MISSILE SYSTEM FACILITIES,2011-10-01,,,,,
C1BG,ARCHITECT AND ENGINEERING- CONSTRUCTION: ELECTRONIC AND COMMUNICATIONS FACILITIES,2011-10-01,,,,,
C1BZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER AIRFIELD STRUCTURES,2011-10-01,,,,,
C1CA,ARCHITECT AND ENGINEERING- CONSTRUCTION: SCHOOLS,2011-10-01,,,,,
C1CZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER EDUCATIONAL BUILDINGS,2011-10-01,,,,,
